id,name,url,router,cover,rating,developer,released,updated,technology,platform,classification,class,wiki,description,tags,embed
1786,circloO 2,https://www.crazygames.com/game/circloo-2,circloo-2,https://images.crazygames.com/circloo-2.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,Florian van Strien,November 2018,,HTML5,"Browser (desktop,mobile,tablet),App Store(Android)",Games » Casual » Physics,Casual,,"This is the second installment of this fun and exciting puzzle game,  circloO . The aim of the game remains the same – to collect all the circles in every level. In this second title, you are confronted with a whole host of new challenges and levels.","Casual, Grow, Physics, Platform, Ball, 2D",https://www.crazygames.com/embed/circloo-2
1787,Wordy Night,https://www.crazygames.com/game/wordy-night,wordy-night,https://images.crazygames.com/wordy-night.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.7,DParrot,November 2018,,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Word,Puzzle,,"Wordy Night is a challenging puzzle game in which you must try to create words using the letter blocks available to you. The letter blocks will be locked together in pairs or sometimes, even more, place them within the play area to try and create all of the words possible.","Puzzle, Word, Logic",https://www.crazygames.com/embed/wordy-night
1788,Merge Babies,https://www.crazygames.com/game/merge-babies,merge-babies,https://images.crazygames.com/games/merge-babies/cover-1584425852347.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,DrMop,March 2020,,HTML5,"Browser (desktop,mobile,tablet)",Games » Casual » Cute » Baby,Casual,,"Merge Babies is a fun arcade game with a simple objective, merge all of the cute merge babies and nurture them until they grow into teenagers. Babies will drop from the sky and fall into the play area, make sure to allow enough room to collect all of the babies that you need to nurture.","Casual, Cute, Baby, 2D, Mouse, Merge",https://www.crazygames.com/embed/merge-babies
1789,Construct a Bridge,https://www.crazygames.com/game/construct-a-bridge,construct-a-bridge,https://images.crazygames.com/games/construct-a-bridge/cover-1626883118945.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,6.9,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Puzzle » Building,Puzzle,,"Construct a Bridge is a cool physics-based game in which you can put your engineering brain to the test. In each level, you will be required to build a bridge capable of withstanding the weight of a heavy truck passing across it. How you build your bridge is entirely up to you.","Puzzle, Car, Building, Skill, Logic",https://www.crazygames.com/embed/construct-a-bridge
1790,Crazy Galactic Arena Multiplayer,https://www.crazygames.com/game/crazy-galactic-arena-multiplayer,crazy-galactic-arena-multiplayer,https://images.crazygames.com/crazygalacticarenamultiplayer.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.7,Radoi Teodor and Mentolatux,June 2018,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Shooting » FPS,Shooting,,"Crazy Galactic Arena Multiplayer is the online first-person shooter in which your aim and accuracy will be tested the max you battle online players from across the globe in gun warfare. You will be dropped into one of 5 maps with a host of enemies, the last person to survive and defeat all other is the winner.","Shooting, 3D, Battle, Multiplayer, FPS",https://www.crazygames.com/embed/crazy-galactic-arena-multiplayer
1791,Fish Eat Fishes,https://www.crazygames.com/game/fish-eat-fishes,fish-eat-fishes,https://images.crazygames.com/fisheatfishes.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.1,DonislawDev,June 2018,October 2024,HTML5 (Unity WebGL),Browser (desktop-only),Games » Casual » Multiplayer » 2 Player,Casual,,"Fish Eat Fishes is a simple game that is inspired by the classic Fish Eat Fish 3 Players game. In the game, we need to avoid bigger fishes and eat smaller fishes to finally become the biggest fish in the sea. If we find ourselves near a fish and we can eat it, that fish will become transparent, otherwise, we will become transparent.","Casual, Grow, Water, 2 Player, Classic, 2D, Animal",https://www.crazygames.com/embed/fish-eat-fishes
1792,10 Bullets,https://www.crazygames.com/game/10-bullets-html-5,10-bullets-html-5,https://images.crazygames.com/10-bullets-html-5.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,Michel Gerard,May 2018,,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS)",Games » Shooting,Shooting,,,"Shooting, Pixel, Destroy, 2D",https://www.crazygames.com/embed/10-bullets-html-5
1793,Miners Adventure,https://www.crazygames.com/game/miners-adventure,miners-adventure,https://images.crazygames.com/minersadventure.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,,,,HTML5,Browser (desktop-only),Games » Adventure » Co-op,Adventure,,Miners’ Adventure is a fun and exciting two player mining platform game. This game uses dual keyboard controls so you can play at the same time with your friends and family. Each player controls one character – either grandpa or his grandchild. This intrepid pair is on a mission to collect riches by mining underground and searching for precious gems and stones.,"Adventure, 2 Player, Mining, Platform, Monster, Co-op, Collect",https://www.crazygames.com/embed/miners-adventure
1794,Classic Bowling,https://www.crazygames.com/game/classic-bowling,classic-bowling,https://images.crazygames.com/games/classic-bowling/cover-1611231337168.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.4,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Casual » Sports » Bowling,Casual,,,"Casual, Bowling, Classic, Ball, Skill",https://www.crazygames.com/embed/classic-bowling
1795,Street Race Fury,https://www.crazygames.com/game/street-race-fury,street-race-fury,https://images.crazygames.com/street-race-fury/20221031113821/street-race-fury-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.3,Famobi,October 2021,October 2022,HTML5,"Browser (desktop,mobile,tablet)",Games » Driving » Car,Driving,,"Race your car to the finish line first by clicking whenever the meter gets in the green zone. Have fun with Street Race Fury, a cool drag racing  car game !","Driving, Car, Mouse",https://www.crazygames.com/embed/street-race-fury
1796,Duck Hunt,https://www.crazygames.com/game/duck-hunt,duck-hunt,https://images.crazygames.com/games/duck-hunt/thumb-1556212146963.png?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,,,,HTML5,"Browser (desktop,mobile,tablet)",Games » Shooting » Hunting,Shooting,Fandom,Duck Hunt is a fantastic arcade game that takes inspiration from the original classic available on Nintendo game systems. You must shoot the moving ducks down with your mouse and see how many points you can score.,"Shooting, Classic, Animal, Retro, Hunting",https://www.crazygames.com/embed/duck-hunt
1797,Rally Point 4,https://www.crazygames.com/game/rally-point-4,rally-point-4,https://images.crazygames.com/rally-point-4/20211129084802/rally-point-4-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9.1,XformGames,August 2021,,HTML5 (Unity WebGL),Browser (desktop-only),Games » Driving » Car,Driving,Fandom,Rally Point 4 is an offroad time-attack car racing game with unlimited nitro!,"Driving, 3D, Car, Racing, Drifting",https://www.crazygames.com/embed/rally-point-4
1798,Paint By Words,https://www.crazygames.com/game/paint-by-words,paint-by-words,https://images.crazygames.com/paint-by-words_16x9/20241111140856/paint-by-words_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.1,Gameyogi,September 2024,November 2024,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(iOS,Android)",Games » Puzzle » Memory,Puzzle,,"Paint By Words is a creative and engaging puzzle game that merges the excitement of word puzzles with the joy of uncovering vibrant scenes. This game offers a unique twist by allowing you to paint pictures with words! Each word you place correctly adds color and detail to the scene, turning black-and-white images into beautiful works of art. Dive into the world of Paint By Words and create stunning scenes while sharpening your mind!","Puzzle, Mobile, Word, Logic, Educational, Mouse, Memory",https://www.crazygames.com/embed/paint-by-words
1799,Kick the Noobik 3D,https://www.crazygames.com/game/kick-the-noobik-3d,kick-the-noobik-3d,https://images.crazygames.com/kick-the-noobik-3d_16x9/20240710024303/kick-the-noobik-3d_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.9,Mishko,July 2024,July 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Casual » Destroy,Casual,,"Kick the Noobik 3D is a casual game where you unleash your creativity by smashing, slicing, blowing up, and incinerating a character named Noobik. Use an endless arsenal, from rockets and swords to machine guns and torture devices. With vibrant Minecraft-inspired visuals, a realistic physics engine, and dynamic sound effects, relieve your stress in style!","Casual, Mobile, 3D, Destroy, Physics, Mouse",https://www.crazygames.com/embed/kick-the-noobik-3d
1800,Reply Run,https://www.crazygames.com/game/reply-run,reply-run,https://images.crazygames.com/reply-run_16x9/20240619050605/reply-run_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,Mintah Games Inc.,June 2024,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Casual » Arcade » Running,Casual,,Reply Run is a fun and engaging game where you swipe left and right to collect the right words and reply to text messages. Test your skills in composing the perfect responses while you navigate through the game. Can you master the art of texting on the run?,"Casual, Mobile, Word, Running, Logic, Mouse, Stickman",https://www.crazygames.com/embed/reply-run
1801,Gummy Blocks Battle,https://www.crazygames.com/game/gummy-blocks-battle,gummy-blocks-battle,https://images.crazygames.com/gummy-blocks-battle_16x9/20240610143914/gummy-blocks-battle_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,7.9,codethislab,July 2024,,HTML5,"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Puzzle » Tetris,Puzzle,,"Gummy Blocks Battle is a block puzzle game where you drop blocks to form and clear full lines on the screen, both vertically and horizontally. Simply drag and place the blocks on the board to create lines. It's easy to play and incredibly fun! Enjoy the challenge of fitting the pieces together and watch the lines disappear as you progress. Perfect for a quick game to test your puzzle skills or for extended play sessions. Dive into Gummy Blocks Battle and experience the joy of this addictive puzzle game!","Puzzle, 2 Player, Tetris, With Friends, 2D, Mouse, Multiplayer, Block",https://www.crazygames.com/embed/gummy-blocks-battle
1802,Plane Crash Ragdoll Simulator,https://www.crazygames.com/game/plane-crash-ragdoll-simulator,plane-crash-ragdoll-simulator,https://images.crazygames.com/plane-crash-ragdoll-simulator_16x9/20240610141132/plane-crash-ragdoll-simulator_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,Tearforge Studios,June 2024,June 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS)",Games » Casual » Airplane,Casual,,"Plane Crash Ragdoll Simulator is a 3D airplane game where you step into the shoes of a fearless pilot. Your mission is to survive a relentless barrage of rockets targeting your aircraft. Despite its apparent simplicity, the game delivers an adrenaline rush as you fire rockets at enemies and navigate through treacherous skies. Take control of various planes and helicopters, unlocking and customizing unique skins. Your goal is to navigate the dangerous skies to the finish point, but be careful if you hit the ground, your plane will explode!","Casual, Mobile, Avoid, 3D, Mouse, Helicopter, Airplane",https://www.crazygames.com/embed/plane-crash-ragdoll-simulator
1803,Tic Tac Toe Soccer,https://www.crazygames.com/game/tic-tac-toe-soccer,tic-tac-toe-soccer,https://images.crazygames.com/tic-tac-toe-soccer_16x9/20240606084019/tic-tac-toe-soccer_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.5,Level9 Studios,June 2024,,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(iOS,Android)",Games » Puzzle » Board,Puzzle,,"Tic Tac Toe Soccer is a classic puzzle game where soccer enthusiasm meets strategic gameplay. Experience the fusion of strategy and football in a thrilling 3D environment. Plan your moves, aim, kick, and strive for victory. Are you up for the challenge? Dive into the ultimate blend of football and Tic-Tac-Toe and feel the excitement!","Puzzle, 2 Player, Soccer, Football, Board, Strategy, Mouse, Arcade",https://www.crazygames.com/embed/tic-tac-toe-soccer
1804,Fire Truck Driving School,https://www.crazygames.com/game/fire-truck-driving-school,fire-truck-driving-school,https://images.crazygames.com/fire-truck-driving-school_16x9/20240523103250/fire-truck-driving-school_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.6,OziTech,May 2024,May 2024,HTML5 (Unity WebGL),"Browser (desktop-only),App Store(Android)",Games » Casual » 3D,Casual,,"Fire Truck Driving School is a cutting-edge fire engine driving game where you handle dual controls to master emergency response. Join the 911 rescue team, navigate realistic city environments, and save lives with precision in this immersive fire emergency simulation. Your quick thinking and driving skills are crucial in this dynamic sandbox experience.","Casual, Truck, 3D, Simulation, Logic",https://www.crazygames.com/embed/fire-truck-driving-school
1805,Save the Capybara,https://www.crazygames.com/game/save-the-capybara,save-the-capybara,https://images.crazygames.com/save-the-capybara_16x9/20240403040912/save-the-capybara_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,Onki Games,April 2024,April 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet),App Store(iOS,Android)",Games » Puzzle » Cute » Animal,Puzzle,,Save the Capybara is a thrilling game where you wield your creativity to save the cutest Capybara from perilous bees. Draw and protect the Capybara for 5 seconds to triumph. Unleash your imagination and enjoy the rescue mission with Capybara.,"Puzzle, Defense, 2D, Logic, Animal, Mouse, Brain",https://www.crazygames.com/embed/save-the-capybara
1806,Death Ball,https://www.crazygames.com/game/death-ball,death-ball,https://images.crazygames.com/death-ball_16x9/20240304090944/death-ball_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,8.8,Dorfer Games,March 2024,,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Casual » Sports » Ball,Casual,,"Death Ball is a casual game where you take a ball and throw it to your opponent until you become the last one standing. Swing hard, throw the ball, and let the people fly!","Casual, 3D, Top-Down, Physics, Ball, Skill",https://www.crazygames.com/embed/death-ball
1807,Hyper Evolution Online Game,https://www.crazygames.com/game/hyper-evolution,hyper-evolution,https://images.crazygames.com/hyper-evolution_16x9/20240208084946/hyper-evolution_16x9-cover?auto=format%2Ccompress&q=45&cs=strip&ch=DPR&w=1200&h=630&fit=crop,9,Dorfer Games,February 2024,March 2024,HTML5 (Unity WebGL),"Browser (desktop,mobile,tablet)",Games » Casual » Simulation,Casual,,"Hyper Evolution is a casual simulation game where you must gather resources, craft tools, take a rest, hunt, and eat so you can survive on the islands. Evolve yourself from a primitive to a modern human being. Do the best and see what you can become!","Casual, 3D, Top-Down, Simulation, Building, Crafting",https://www.crazygames.com/embed/hyper-evolution
